name,width_depleted,orientation,critical_depth,width_max,offset,tilt,gain,critical_depth_min,critical_depth_max,width_max_min,width_max_max,width_depleted_preferred
2014b-256,0.75,1,0.300,7.00,-0.400,0.0150,23.997,0.250,0.350,4.50,7.00,1.75
2014b-257,0.75,-1,0.700,3.50,0.500,0.0300,-1.255,0.400,0.800,2.00,4.00,0.00
2014b-258,0.75,-1,0.200,1.50,-0.200,-0.0150,2.247,0.200,0.200,1.50,1.50,0.25
2014b-259,0.75,1,0.450,4.50,0.050,0.0150,44.173,0.450,0.450,4.50,4.50,2.50
2014b-260,0.75,1,0.900,4.00,0.450,0.0300,8.021,0.800,0.950,3.50,4.00,0.00
2014b-261,0.75,1,0.450,5.00,0.100,0.0300,27.154,0.450,0.450,5.00,5.00,1.50
2014b-262,0.75,1,0.200,3.50,0.500,-0.0300,13.299,0.200,0.600,3.00,8.50,0.25
2014b-263,0.75,-1,0.150,5.50,0.150,-0.0300,18.445,0.150,0.150,5.50,5.50,0.00
2014b-264,0.75,1,0.300,1.50,0.350,0.0300,2.449,0.250,0.300,1.50,2.00,0.00
2014b-265,0.75,1,0.350,4.50,0.000,0.0300,28.442,0.350,0.450,4.00,4.50,0.75
2014b-266,0.75,-1,0.350,4.50,0.400,-0.0150,28.275,0.350,0.350,4.50,5.00,0.75
2014b-267,0.75,-1,0.200,7.50,0.200,0.0300,8.798,0.200,0.450,4.00,8.00,0.00
2014b-268,0.75,-1,0.600,2.50,0.400,0.0000,7.607,0.400,0.650,2.50,4.00,1.75
2014b-269,0.75,1,0.300,5.00,-0.050,0.0000,11.407,0.300,0.350,3.50,5.50,1.00
2014b-270,0.75,1,0.050,1.00,-0.600,0.0300,-0.134,0.000,0.500,0.00,10.00,0.00
2014b-271,0.75,-1,0.150,1.50,0.350,0.0150,1.330,0.100,0.150,1.50,2.50,0.00
2014b-272,0.75,-1,0.400,6.50,-0.150,0.0000,34.750,0.350,0.400,6.00,7.50,0.25
2014b-273,0.75,1,0.450,5.50,0.100,0.0000,41.289,0.400,0.550,5.50,6.00,0.00
2014b-274,0.75,1,0.000,0.00,-0.250,0.0000,-5.427,0.000,0.400,0.00,10.00,0.00
2014b-275,0.75,-1,0.550,1.00,0.100,-0.0300,12.160,0.450,0.850,1.00,3.00,2.50
2014b-276,0.75,1,0.250,5.00,0.050,0.0000,20.988,0.200,0.500,0.00,9.00,0.50
2014b-277,0.75,1,0.650,6.00,-0.150,-0.0300,65.965,0.650,0.650,6.00,6.00,2.00
2014b-278,0.75,-1,0.650,1.00,-0.250,-0.0300,16.353,0.150,0.650,0.00,1.00,1.00
2014b-279,0.75,1,0.050,1.50,0.250,0.0300,-5.206,0.000,0.300,0.00,10.00,0.00
2014b-280,0.75,1,0.300,9.50,-0.500,-0.0300,5.904,0.250,0.350,1.00,10.00,0.25
2014b-281,0.75,-1,0.000,0.00,-0.400,-0.0300,-2.203,0.000,0.600,0.00,10.00,0.00
2014b-282,0.75,1,0.450,2.00,-0.050,-0.0300,3.696,0.300,0.500,2.00,9.50,0.00
2014b-283,0.75,-1,0.250,3.00,-0.100,0.0300,-1.272,0.250,0.300,3.00,3.00,0.00
2014b-284,0.75,1,0.100,9.00,-0.350,0.0300,3.495,0.050,0.100,5.50,10.00,0.50
2014b-285,0.75,1,1.000,3.00,-0.050,-0.0300,8.709,0.950,1.000,3.00,3.00,2.00
2014b-286,0.75,-1,0.450,2.50,-0.550,0.0150,12.864,0.400,0.450,2.50,3.00,0.00
2014b-287,0.75,-1,0.550,2.50,-0.100,-0.0150,12.014,0.550,0.600,2.50,2.50,1.00
2014b-288,0.75,-1,0.350,5.00,-0.050,-0.0150,33.000,0.350,0.350,5.00,5.00,1.00
2014b-289,0.75,-1,0.300,3.00,-0.100,0.0000,5.536,0.300,0.500,1.50,4.00,0.00
2014b-290,0.75,-1,0.800,5.00,0.550,0.0150,12.231,0.700,0.900,4.50,5.50,3.00
2014b-291,0.75,1,0.150,2.50,0.350,-0.0300,-5.437,0.150,0.450,2.00,2.50,0.25
2014b-292,0.75,-1,0.650,4.50,0.450,-0.0300,24.233,0.600,0.750,4.50,4.50,1.50
2014b-293,0.75,-1,0.500,3.50,-0.500,0.0300,20.203,0.450,0.500,3.50,6.00,2.00
2014b-294,0.75,1,0.450,5.00,0.000,0.0300,45.939,0.450,0.450,5.00,5.00,0.75
2014b-295,0.75,-1,0.400,6.00,-0.200,0.0150,52.048,0.400,0.400,6.00,6.00,0.75
2014b-296,0.75,-1,0.400,6.00,-0.100,0.0300,37.335,0.400,0.450,6.00,6.00,1.00
2014b-297,0.75,1,0.900,7.50,0.550,0.0300,12.694,0.900,0.950,7.00,7.50,0.50
2014b-298,0.75,-1,0.300,5.00,-0.300,-0.0150,6.732,0.150,0.350,4.50,9.50,0.00
2014b-299,0.75,-1,0.200,0.00,0.550,0.0150,0.542,0.000,0.900,0.00,10.00,0.00
2014b-300,0.75,-1,0.450,2.00,0.050,0.0150,30.421,0.300,0.450,2.00,7.00,0.00
2014b-301,0.75,1,0.500,2.00,-0.400,-0.0300,16.123,0.350,0.800,1.50,5.50,1.25
2014b-302,0.75,1,0.450,5.50,0.050,0.0150,73.292,0.400,0.450,5.50,7.00,0.00
2014b-303,0.75,1,0.650,2.50,-0.500,0.0150,16.697,0.550,0.700,2.50,2.50,1.00
2014b-304,0.75,-1,0.300,6.00,0.050,0.0150,28.284,0.300,0.300,6.00,6.00,0.25
2014b-305,0.75,1,0.250,2.00,-0.350,0.0000,13.557,0.200,0.500,2.00,3.50,1.25
2014b-306,0.75,1,0.450,6.00,-0.600,-0.0300,42.449,0.400,0.500,5.50,6.00,0.75
2014b-307,0.75,-1,0.350,2.00,-0.400,0.0000,25.874,0.300,0.400,2.00,5.50,0.50
2014b-308,0.75,1,0.050,5.00,-0.400,0.0300,1.230,0.000,0.700,0.00,10.00,0.25
2014b-309,0.75,-1,0.650,2.50,-0.350,-0.0300,13.676,0.600,0.650,2.50,4.00,1.00
2014b-310,0.75,1,0.700,6.00,-0.100,0.0300,19.873,0.700,0.700,6.00,6.00,0.75
2014b-311,0.75,1,0.300,5.00,0.050,0.0000,21.011,0.300,0.350,5.00,7.00,0.25
2014b-312,0.75,1,0.150,5.50,-0.550,0.0000,9.028,0.150,0.150,5.50,5.50,0.00
2014b-313,0.75,1,0.250,2.50,0.100,-0.0150,15.119,0.250,0.250,2.50,2.50,0.50
2014b-314,0.75,-1,0.800,1.00,0.400,0.0300,18.250,0.750,0.800,1.00,1.00,0.75
2014b-315,0.75,1,0.750,3.50,-0.150,0.0300,-2.576,0.000,0.750,0.00,10.00,0.00
2014b-316,0.75,-1,0.550,7.00,0.600,0.0150,12.219,0.500,0.650,6.50,7.50,1.00
2014b-317,0.75,1,0.500,3.50,0.600,-0.0150,13.432,0.450,0.550,3.50,4.00,0.75
2014b-318,0.75,1,0.700,4.50,-0.400,-0.0150,15.256,0.700,0.900,2.00,5.50,0.00
2014b-319,0.75,1,0.600,4.50,-0.200,0.0000,6.861,0.550,0.650,4.00,4.50,0.50
2014b-320,0.75,1,0.450,0.00,-0.600,0.0150,5.916,0.150,0.500,0.00,4.50,0.50
2014b-321,0.75,1,0.950,4.50,-0.150,0.0000,6.513,0.900,0.950,4.50,4.50,0.50
2014b-322,0.75,1,0.600,2.00,-0.050,-0.0150,22.799,0.550,0.600,2.00,2.00,0.00
2014b-323,0.75,1,0.350,2.00,0.250,0.0000,4.913,0.000,0.350,0.00,10.00,0.00
2014b-324,0.75,1,0.450,3.00,-0.500,0.0150,11.870,0.450,0.500,2.50,3.00,0.00
2014b-325,0.75,1,0.300,2.00,-0.500,-0.0150,4.311,0.300,0.900,0.50,2.00,0.25
2014b-326,0.75,1,0.300,7.00,0.350,-0.0150,9.073,0.150,0.450,0.00,7.00,0.00
2014b-327,0.75,-1,0.700,1.00,-0.250,-0.0300,9.080,0.650,0.700,1.00,1.00,1.25
2014b-328,0.75,1,0.150,5.00,0.300,-0.0300,3.460,0.150,0.400,3.00,5.00,0.50
2014b-329,0.75,-1,0.350,1.50,0.000,0.0300,19.286,0.050,1.000,1.50,6.50,2.75
2014b-330,0.75,1,0.850,2.50,0.350,0.0150,23.786,0.850,0.850,2.50,2.50,0.25
2014b-331,0.75,1,0.250,3.00,-0.150,-0.0300,8.464,0.200,0.250,3.00,3.00,0.00
2014b-332,0.75,-1,0.850,3.00,0.100,0.0300,11.835,0.000,0.900,0.00,10.00,0.50
2014b-333,0.75,1,0.200,7.00,-0.600,0.0000,17.438,0.150,0.300,2.50,7.00,0.00
2014b-334,0.75,-1,0.250,9.00,0.250,0.0300,11.271,0.250,0.400,7.50,9.50,0.75
2014b-335,0.75,1,0.800,1.00,0.150,0.0150,10.567,0.600,0.850,1.00,1.00,1.00
2014b-336,0.75,-1,0.300,6.00,-0.150,-0.0150,41.464,0.300,0.350,2.50,7.00,0.75
2014b-337,0.75,-1,1.000,4.50,-0.250,0.0300,20.806,0.800,1.000,2.50,6.00,3.00
2014b-338,0.75,1,1.000,0.50,0.450,0.0300,-11.436,0.350,1.000,0.50,2.00,0.00
2014b-339,0.75,-1,0.500,4.00,0.500,0.0300,19.997,0.350,0.500,4.00,5.50,2.00
2014b-340,0.75,1,0.400,2.00,-0.250,0.0000,6.611,0.150,0.700,1.00,4.00,0.25
2014b-341,0.75,-1,0.300,1.00,0.250,0.0000,-0.592,0.250,0.600,0.00,1.50,0.00
2014b-342,0.75,-1,0.500,9.50,-0.400,-0.0300,17.258,0.450,0.500,9.50,10.00,0.50
2014b-343,0.75,1,0.550,4.50,-0.600,-0.0300,31.769,0.550,0.550,4.50,4.50,1.00
2014b-344,0.75,1,0.300,0.50,0.400,-0.0300,3.256,0.150,1.000,0.50,1.00,0.00
2014b-345,0.75,-1,0.950,4.50,0.450,-0.0300,21.339,0.950,0.950,4.50,4.50,2.25
2014b-346,0.75,-1,0.650,6.00,-0.150,0.0000,51.894,0.450,0.650,6.00,6.50,1.50
2014b-347,0.75,-1,0.450,2.00,-0.200,0.0300,13.629,0.450,0.750,1.50,2.00,0.50
2014b-348,0.75,-1,0.350,5.50,-0.300,-0.0150,16.864,0.250,0.450,4.50,6.00,0.00
2014b-349,0.75,-1,0.250,6.00,-0.150,0.0150,20.057,0.250,0.300,5.50,6.00,0.00
2014b-350,0.75,1,0.250,6.50,0.550,-0.0300,7.566,0.250,0.250,5.50,6.50,0.75
2014b-351,0.75,-1,0.550,4.00,0.000,0.0000,7.081,0.550,0.600,4.00,4.00,0.50
2014b-352,0.75,1,0.150,1.50,0.050,0.0300,1.383,0.150,0.250,1.00,1.50,0.25
2014b-353,0.75,-1,0.150,3.50,0.600,-0.0150,12.258,0.100,1.000,0.00,3.50,0.25
2014b-354,0.75,-1,0.150,7.50,0.250,0.0300,7.405,0.050,0.200,4.00,8.00,0.50
2014b-355,0.75,1,0.200,9.00,0.400,-0.0150,11.694,0.200,0.250,8.00,9.00,0.50
2014b-356,0.75,1,0.150,4.00,0.150,0.0300,-0.285,0.000,0.350,0.00,10.00,0.00
2014b-357,0.75,-1,0.300,6.00,0.050,0.0150,10.291,0.250,0.350,4.50,6.50,0.25
2014b-358,0.75,1,0.200,6.50,0.050,0.0000,9.854,0.200,0.200,5.50,6.50,1.50
2014b-359,0.75,1,0.650,7.00,0.300,0.0300,22.708,0.650,0.650,7.00,7.00,0.75
2014b-360,0.75,1,0.450,4.50,-0.400,0.0150,9.612,0.350,0.600,3.00,5.00,0.25
2014b-361,0.75,-1,0.500,3.50,-0.050,0.0150,11.227,0.500,0.600,3.00,3.50,0.00
2014b-362,0.75,-1,0.900,0.50,0.250,-0.0300,12.354,0.850,1.000,0.00,0.50,0.75
2014b-363,0.75,-1,0.650,5.00,0.000,-0.0300,38.662,0.600,0.700,5.00,5.00,0.00
2014b-364,0.75,-1,0.700,5.50,-0.600,0.0000,17.754,0.450,0.700,5.00,7.00,1.00
2014b-365,0.75,-1,0.550,4.00,-0.050,0.0300,10.900,0.550,0.550,4.00,4.00,1.25
2014b-366,0.75,-1,0.250,0.00,-0.300,-0.0150,1.066,0.100,0.250,0.00,7.50,0.50
2014b-367,0.75,-1,0.350,7.00,0.150,-0.0300,9.204,0.350,0.450,3.50,10.00,0.00
2014b-368,0.75,-1,0.400,4.50,0.050,-0.0150,5.523,0.300,0.500,1.50,5.00,0.25
2014b-369,0.75,-1,1.000,4.50,0.200,0.0150,45.838,1.000,1.000,4.50,5.00,3.00
2014b-370,0.75,-1,0.450,2.00,-0.500,-0.0300,5.227,0.400,0.600,0.00,2.00,0.25
2014b-371,0.75,-1,0.500,2.50,0.350,-0.0300,22.949,0.500,0.500,2.50,2.50,1.50
2014b-372,0.75,-1,0.950,7.50,-0.450,0.0300,21.938,0.950,0.950,7.50,7.50,2.25
2014b-373,0.75,-1,0.650,4.00,-0.050,0.0150,15.909,0.350,0.650,4.00,5.00,0.50
2014b-374,0.75,-1,0.800,3.50,-0.600,0.0300,8.533,0.100,0.900,3.50,5.50,3.00
2014b-375,0.75,1,0.800,5.50,-0.250,0.0300,24.981,0.800,0.800,5.50,5.50,1.00
2014b-376,0.75,1,0.350,3.50,0.450,0.0150,11.608,0.050,0.350,1.50,5.50,0.25
2014b-377,0.75,-1,0.850,2.50,0.550,-0.0300,10.833,0.050,1.000,0.00,4.50,1.50
2014b-378,0.75,-1,0.200,5.00,-0.450,0.0300,13.562,0.200,0.500,2.00,5.00,0.50
2014b-379,0.75,-1,0.950,2.00,0.100,0.0000,18.862,0.950,1.000,1.50,2.00,2.25
2014b-380,0.75,-1,0.150,8.50,0.250,0.0150,13.982,0.150,0.550,1.00,8.50,1.75
2014b-381,0.75,1,0.150,5.50,0.250,-0.0300,5.509,0.100,0.150,4.50,10.00,1.00
2014b-382,0.75,-1,0.300,0.00,-0.150,0.0300,6.072,0.200,0.850,0.00,2.00,2.00
2014b-383,0.75,-1,0.250,6.00,-0.400,-0.0300,10.371,0.200,0.350,6.00,9.00,0.50
2014b-384,0.75,1,0.000,0.00,0.450,-0.0300,3.197,0.000,0.050,0.00,10.00,0.50
2014b-385,0.75,1,0.500,8.50,-0.300,-0.0300,42.501,0.500,0.500,8.50,8.50,0.50
2014b-386,0.75,-1,0.250,3.50,0.000,0.0000,15.223,0.250,0.300,2.50,3.50,0.25
2014b-387,0.75,-1,0.850,1.50,0.400,0.0300,43.489,0.850,0.850,1.50,1.50,1.75
2014b-388,0.75,1,0.700,0.50,0.050,0.0150,16.355,0.600,1.000,0.50,0.50,0.75
2014b-389,0.75,-1,0.500,4.00,-0.500,-0.0150,2.680,0.300,0.500,4.00,4.50,0.25
2014b-390,0.75,1,0.400,1.00,0.600,-0.0150,10.887,0.250,0.500,0.00,1.00,0.25
2014b-391,0.75,1,0.550,2.50,0.450,0.0300,2.062,0.200,0.950,1.00,5.50,1.25
2014b-392,0.75,1,0.650,9.00,-0.050,0.0000,38.696,0.650,0.650,9.00,9.00,1.50
2014b-393,0.75,1,0.500,7.00,-0.600,0.0150,41.109,0.500,0.500,7.00,7.00,1.50
2014b-394,0.75,-1,0.250,1.50,0.250,-0.0150,7.079,0.050,0.300,1.00,10.00,0.00
2014b-395,0.75,-1,0.400,6.50,-0.150,-0.0300,30.345,0.400,0.400,6.50,6.50,0.50
2014b-396,0.75,-1,0.550,7.00,0.350,-0.0300,48.447,0.550,0.600,6.50,7.00,1.50
2014b-397,0.75,1,1.000,3.00,0.250,-0.0150,28.714,0.900,1.000,2.50,3.50,2.00
2014b-398,0.75,-1,0.550,5.50,-0.050,-0.0300,55.724,0.550,0.550,5.50,5.50,0.00
2014b-399,0.75,1,0.600,4.50,0.600,0.0000,38.066,0.600,0.600,4.50,4.50,0.00
2014b-400,0.75,1,0.100,10.00,0.350,-0.0300,-1.814,0.100,0.100,8.00,10.00,0.25
2014b-401,0.75,1,0.600,7.50,0.200,0.0000,22.048,0.600,0.600,7.50,8.00,0.75
2014b-402,0.75,-1,0.300,6.50,0.000,-0.0150,-1.777,0.250,0.650,3.00,7.00,0.50
2014b-403,0.75,1,0.050,1.00,0.300,0.0000,13.546,0.050,0.050,1.00,1.00,3.00
2014b-404,0.75,-1,0.050,2.00,0.050,0.0000,6.426,0.050,0.150,1.00,2.00,0.25
2014b-405,0.75,-1,1.000,6.00,0.550,0.0300,9.533,1.000,1.000,6.00,6.00,3.00
2014b-406,0.75,-1,0.450,4.50,0.050,-0.0300,49.041,0.400,0.450,4.50,5.00,0.50
2014b-407,0.75,1,0.250,3.00,-0.100,-0.0300,13.904,0.250,0.250,3.00,3.00,0.75
2014b-408,0.75,-1,0.200,10.00,-0.050,-0.0300,7.685,0.200,0.250,4.50,10.00,0.25
2014b-409,0.75,-1,0.450,3.00,0.500,-0.0300,2.062,0.000,0.550,0.00,10.00,0.25
2014b-410,0.75,-1,0.100,7.50,-0.550,-0.0150,0.484,0.050,0.150,2.50,10.00,0.25
2014b-411,0.75,-1,0.500,1.50,0.400,-0.0300,15.525,0.500,0.500,1.50,1.50,0.25
2014b-412,0.75,-1,0.100,7.50,0.600,-0.0150,16.252,0.100,0.200,6.50,7.50,0.00
2014b-413,0.75,1,0.650,4.00,0.050,0.0000,44.982,0.650,0.650,4.00,4.00,0.75
2014b-414,0.75,1,0.200,6.50,-0.200,0.0300,6.481,0.150,0.550,3.50,9.00,0.50
2014b-415,0.75,1,1.000,3.50,-0.150,-0.0300,36.273,0.900,1.000,3.50,3.50,2.75
2014b-416,0.75,1,0.550,6.00,-0.500,-0.0300,48.626,0.550,0.550,6.00,6.00,1.50
2014b-417,0.75,1,1.000,3.00,-0.050,-0.0300,40.871,1.000,1.000,3.00,3.00,2.00
2014b-418,0.75,1,0.350,2.50,-0.400,0.0300,9.536,0.350,1.000,2.00,2.50,1.25
2014b-419,0.75,1,0.200,5.50,0.150,0.0000,7.088,0.150,0.200,5.50,7.00,2.75
2014b-420,0.75,-1,0.350,3.00,0.150,0.0300,11.562,0.300,0.400,2.50,3.00,1.00
2014b-421,0.75,-1,0.450,5.00,0.100,-0.0300,39.915,0.400,0.450,4.50,5.00,2.00
2014b-422,0.75,-1,0.250,5.50,0.500,0.0300,22.534,0.250,0.300,4.50,5.50,1.50
2014b-423,0.75,-1,0.050,1.00,-0.100,0.0300,6.794,0.050,0.050,1.00,1.00,0.25
2014b-424,0.75,-1,0.050,7.50,-0.450,-0.0150,4.804,0.000,0.100,0.00,10.00,0.50
2014b-425,0.75,-1,0.200,1.00,0.150,0.0300,8.399,0.150,0.950,0.00,7.50,0.25
2014b-426,0.75,1,0.250,5.50,0.100,-0.0300,29.421,0.250,0.250,5.50,5.50,0.75
2014b-427,0.75,1,0.400,4.50,0.600,0.0300,23.183,0.250,0.500,4.00,8.50,1.75
2014b-428,0.75,-1,0.400,6.50,0.000,-0.0300,40.903,0.250,0.400,6.50,8.50,1.50
2014b-429,0.75,1,0.900,1.00,0.250,-0.0150,25.922,0.900,1.000,1.00,5.00,1.00
2014b-430,0.75,1,0.600,1.00,0.300,0.0300,17.801,0.600,0.600,1.00,1.00,1.00
2014b-431,0.75,1,0.850,1.50,0.300,0.0000,15.039,0.600,0.950,1.50,1.50,1.50
2014b-432,0.75,-1,0.650,4.00,-0.250,0.0300,22.570,0.650,0.650,4.00,4.00,0.00
2014b-433,0.75,1,0.450,5.00,-0.050,0.0150,8.390,0.450,0.900,0.00,5.00,0.00
2014b-434,0.75,-1,0.850,1.00,0.550,0.0150,22.636,0.800,0.900,1.00,1.00,0.50
2014b-435,0.75,-1,0.200,4.50,-0.550,0.0300,10.533,0.200,0.250,4.00,4.50,0.00
2014b-436,0.75,1,0.550,2.00,0.050,0.0000,24.555,0.500,0.550,2.00,2.50,0.75
2014b-437,0.75,1,0.000,0.00,0.350,-0.0300,4.416,0.000,0.100,0.00,10.00,0.50
2014b-438,0.75,1,0.350,7.50,-0.200,-0.0300,48.913,0.350,0.350,7.50,7.50,1.25
2014b-439,0.75,1,0.650,3.50,-0.200,0.0000,22.043,0.200,0.700,3.50,5.00,1.25
2014b-440,0.75,1,0.300,4.00,-0.300,0.0300,15.273,0.250,0.300,4.00,5.00,0.75
2014b-441,0.75,1,0.850,0.00,0.050,0.0000,3.089,0.250,0.850,0.00,2.00,0.75
2014b-442,0.75,1,0.450,9.50,0.000,0.0000,19.474,0.350,0.500,9.00,10.00,0.25
2014b-443,0.75,1,0.450,3.50,-0.500,-0.0300,30.695,0.200,0.450,3.00,3.50,1.25
2014b-444,0.75,-1,0.600,2.00,0.200,0.0300,7.085,0.300,1.000,1.00,4.50,1.00
2014b-445,0.75,1,0.350,5.50,0.200,-0.0300,1.833,0.350,0.400,5.00,6.00,0.25
2014b-446,0.75,1,0.250,3.00,0.100,0.0150,18.519,0.250,0.250,3.00,3.00,0.00
2014b-447,0.75,1,0.600,8.50,0.500,-0.0150,27.083,0.500,0.650,7.00,8.50,2.25
2014b-448,0.75,1,0.600,3.50,0.000,-0.0300,44.479,0.500,0.600,3.50,4.50,1.50
2014b-449,0.75,1,0.350,7.50,0.100,-0.0150,1.892,0.350,0.350,7.50,7.50,0.00
2014b-450,0.75,1,0.450,5.00,0.000,0.0300,16.295,0.450,0.450,4.50,7.00,0.75
2014b-451,0.75,-1,0.550,2.50,-0.400,0.0300,10.061,0.550,0.850,1.50,2.50,0.25
2014b-452,0.75,1,0.400,6.00,0.100,0.0150,51.575,0.400,0.450,6.00,6.50,0.75
2014b-453,0.75,1,0.400,3.50,0.150,0.0150,30.483,0.400,0.400,3.50,3.50,1.00
2014b-454,0.75,1,0.400,6.50,0.000,-0.0150,68.343,0.400,0.500,5.50,6.50,1.00
2014b-455,0.75,-1,0.600,4.00,-0.150,0.0300,39.622,0.600,0.600,4.00,4.00,1.50
2014b-456,0.75,1,0.350,9.50,-0.100,0.0300,32.132,0.350,0.350,9.50,9.50,0.00
2014b-457,0.75,1,0.650,6.50,0.150,-0.0300,58.949,0.550,0.650,6.50,7.50,0.75
2014b-458,0.75,-1,0.350,5.50,-0.150,0.0300,8.329,0.350,0.350,5.50,5.50,0.00
2014b-459,0.75,-1,0.850,5.00,-0.100,0.0000,23.850,0.850,0.950,3.00,5.00,1.75
2014b-460,0.75,1,0.400,4.50,-0.400,-0.0300,23.490,0.400,0.500,4.00,5.00,0.50
2014b-461,0.75,1,0.250,9.50,0.350,-0.0150,22.459,0.200,0.300,7.50,10.00,1.50
2014b-462,0.75,1,0.250,3.00,0.250,0.0300,7.360,0.250,0.500,3.00,3.00,0.00
2014b-463,0.75,-1,0.050,6.00,-0.400,-0.0300,5.899,0.050,0.200,3.50,9.50,0.00
2014b-464,0.75,-1,0.500,5.50,-0.050,0.0000,65.823,0.500,0.500,5.50,5.50,1.00
2014b-465,0.75,-1,0.600,6.00,-0.150,0.0000,51.117,0.600,0.600,6.00,6.00,2.00
2014b-466,0.75,1,0.650,3.00,-0.300,0.0300,6.424,0.600,0.850,3.00,4.00,0.50
2014b-467,0.75,1,0.450,7.00,0.100,0.0300,64.790,0.450,0.450,7.00,7.00,0.50
2014b-468,0.75,1,0.350,5.50,0.150,-0.0300,22.448,0.300,0.500,3.50,7.50,0.50
2014b-469,0.75,1,0.200,0.50,-0.200,0.0000,14.745,0.150,0.650,0.00,1.50,1.00
2014b-470,0.75,1,0.150,3.50,-0.200,-0.0300,5.800,0.150,0.200,3.00,3.50,0.25
2014b-471,0.75,1,1.000,0.50,0.450,-0.0300,11.575,0.750,1.000,0.50,1.50,1.00
2014b-472,0.75,-1,0.300,9.50,-0.050,0.0300,14.651,0.300,0.300,9.50,10.00,0.00
2014b-473,0.75,-1,0.350,7.50,-0.100,-0.0300,43.659,0.350,0.350,7.50,7.50,0.75
2014b-474,0.75,1,0.200,4.00,-0.200,-0.0300,-6.611,0.000,0.250,0.00,10.00,0.00
2014b-475,0.75,1,0.150,1.00,0.550,-0.0150,15.971,0.050,0.150,1.00,2.00,0.75
2014b-476,0.75,-1,0.800,2.50,0.250,-0.0300,40.679,0.800,0.800,2.50,2.50,1.50
2014b-477,0.75,1,0.200,1.00,0.500,-0.0300,3.432,0.050,0.250,1.00,8.00,0.00
2014b-478,0.75,1,0.950,3.50,-0.600,0.0300,18.223,0.850,1.000,2.50,3.50,3.00
2014b-479,0.75,1,0.450,4.50,-0.200,0.0000,48.175,0.450,0.600,4.00,4.50,0.75
2014b-480,0.75,1,0.500,2.00,-0.450,0.0150,16.144,0.300,0.550,2.00,2.50,2.25
2014b-481,0.75,1,0.450,7.50,-0.350,0.0300,34.265,0.450,0.450,7.50,7.50,1.25
2014b-482,0.75,-1,0.400,5.50,0.050,-0.0300,51.660,0.400,0.450,4.50,5.50,1.25
2014b-483,0.75,-1,0.250,5.00,0.400,0.0300,-9.676,0.150,0.850,3.00,6.00,0.00
2014b-484,0.75,1,0.250,5.50,0.200,-0.0300,15.962,0.250,0.300,5.00,5.50,0.75
2014b-485,0.75,1,0.600,6.00,0.450,0.0300,35.932,0.600,0.750,5.50,6.00,0.00
2014b-486,0.75,-1,0.350,7.00,-0.250,-0.0300,21.270,0.350,0.450,7.00,7.50,1.50
2014b-487,0.75,-1,0.400,7.50,-0.550,-0.0150,31.743,0.400,0.450,7.00,7.50,0.75
2014b-488,0.75,-1,0.350,10.00,0.400,0.0300,18.247,0.350,0.400,8.50,10.00,1.25
2014b-489,0.75,-1,0.400,10.00,-0.200,-0.0300,0.571,0.050,0.400,6.00,10.00,0.00
2014b-490,0.75,1,0.300,5.00,0.100,-0.0300,18.099,0.300,0.300,4.50,5.50,0.00
2014b-491,0.75,1,0.850,5.50,0.150,0.0150,32.554,0.700,1.000,4.00,5.50,2.75
2014b-492,0.75,1,0.600,2.50,0.200,-0.0150,14.787,0.600,0.650,2.50,2.50,1.00
2014b-493,0.75,-1,0.450,5.50,0.050,0.0000,63.176,0.450,0.450,5.50,5.50,1.25
2014b-494,0.75,1,1.000,0.50,-0.450,0.0300,11.658,0.950,1.000,0.50,0.50,1.00
2014b-495,0.75,1,0.200,5.50,0.150,-0.0300,7.842,0.200,0.200,5.50,5.50,1.00
2014b-496,0.75,-1,0.050,5.50,-0.500,-0.0300,4.199,0.000,0.150,0.00,10.00,0.00
2014b-497,0.75,1,0.650,5.00,-0.600,-0.0300,11.773,0.600,0.650,5.00,5.00,0.50
2014b-498,0.75,1,0.450,8.00,-0.250,0.0150,38.515,0.450,0.450,8.00,8.00,0.25
2014b-499,0.75,1,0.550,3.50,0.000,0.0150,11.346,0.150,0.600,3.50,6.50,0.25
2014b-500,0.75,1,0.300,5.00,-0.150,-0.0150,65.645,0.300,0.400,4.50,6.00,1.00
2014b-501,0.75,1,0.300,4.50,-0.200,0.0150,12.193,0.300,0.300,4.50,4.50,1.25
2014b-502,0.75,1,0.500,6.00,-0.100,-0.0300,70.591,0.500,0.500,6.00,6.00,2.50
2014b-503,0.75,1,0.400,6.50,0.150,-0.0150,29.227,0.400,0.400,6.50,6.50,0.25
2014b-504,0.75,-1,0.200,5.50,0.000,0.0000,12.371,0.150,0.250,3.00,8.00,0.00
2014b-505,0.75,-1,0.400,4.50,-0.150,0.0150,80.608,0.400,0.400,4.50,5.00,1.50
2014b-506,0.75,-1,0.100,5.50,0.150,-0.0300,12.223,0.100,0.450,0.50,5.50,0.25
2014b-507,0.75,1,0.250,4.50,0.350,-0.0150,2.152,0.200,0.300,4.00,6.00,0.25
2014b-508,0.75,-1,0.450,4.00,-0.200,0.0150,27.750,0.400,0.500,3.50,5.50,0.50
2014b-509,0.75,-1,0.350,1.50,0.200,-0.0300,4.306,0.300,0.900,1.00,2.50,0.25
2014b-510,0.75,1,0.400,2.50,-0.100,0.0150,13.094,0.150,0.400,2.50,5.00,1.00
2014b-511,0.75,1,0.400,4.00,0.450,-0.0150,35.120,0.350,0.400,4.00,4.50,0.75
